93,410,330
4,319,13
5,3,17
5,130,10
37,233,217
241,402,409
40,397,140
71,329,225
12,10,65
10,61,39
112,372,346
12,401,28
6,151,16
18,395,49
26,324,108
29,181,51
87,248,227
5,79,18
120,213,295
102,140,281
75,290,240
101,107,274
18,399,58
14,47,46
71,58,145
50,13,203
97,154,185
38,142,163
137,398,406
1,135,1
52,115,270
10,79,43
5,4,30
34,219,188
11,10,98
26,382,81
10,85,44
74,304,384
102,22,279
6,43,16
32,411,138
105,138,326
142,246,306
16,164,80
76,408,330
8,304,25
27,391,150
23,121,62
11,216,102
1,0,3
79,322,290
4,176,11
133,280,325
182,259,321
81,287,214
40,56,146
8,44,18
126,357,290
5,175,32
59,11,138
69,317,209
32,185,170
347,356,418
1,0,3
72,306,243
32,261,99
36,402,122
38,215,94
8,94,63
29,381,104
30,353,92
18,113,116
36,152,79
83,207,304
14,86,69
31,364,236
256,268,394
6,351,12
27,335,247
32,319,76
19,418,241
0,1,3
51,401,237
27,61,87
63,217,116
25,267,61
45,114,115
35,161,364
6,106,12
106,20,281
42,380,104
36,223,251
27,95,107
30,143,200
28,20,169
21,154,174
102,193,317
24,212,75
83,15,214
36,67,163
42,376,92
14,208,155
8,391,23
136,276,345
33,129,109
6,361,13
22,200,86
251,92,390
12,93,33
270,34,395
10,7,48
75,349,228
12,49,29
16,93,78
72,358,328
17,16,210
57,78,172
10,82,25
8,248,26
144,380,342
0,247,2
87,105,241
32,241,93
13,9,122
51,331,270
6,171,16
33,81,296
80,74,304
12,188,37
9,278,23
39,255,107
42,97,133
35,351,235
22,301,88
24,274,109
10,78,42
40,373,75
58,161,249
10,333,37
126,153,356
18,63,219
28,359,147
36,56,112
30,390,169
261,162,393
6,47,15
27,8,117
18,80,100
117,241,215
183,358,377
232,355,406
6,235,20
6,368,24
28,33,80
4,371,9
186,278,354
11,99,40
41,34,123
37,97,104
19,398,121
174,232,410
11,52,91
30,175,121
5,236,18
22,187,96
18,251,52
116,275,335
20,35,82
23,242,203
56,179,164
46,224,173
78,420,184
56,315,172
14,126,81
118,20,299
12,49,42
79,214,239
88,306,242
64,126,202
29,332,150
14,164,62
215,298,361
12,312,39
114,181,320
0,169,0
14,5,90
22,19,257
10,121,92
13,373,52
161,385,306
36,255,142
126,166,280
36,299,94
8,6,66
23,263,56
42,19,270
55,297,209
32,51,143
28,370,73
30,231,244
80,267,207
1,0,12
23,192,76
63,250,187
153,267,340
8,275,22
68,17,343
32,32,92
15,234,138
111,67,414
177,414,314
52,211,194
75,83,192
46,383,281
20,340,61
24,38,99
41,320,121
137,21,328
4,84,3
80,238,331
56,317,146
341,328,415
3,330,5
56,42,211
29,171,80
198,268,365
8,292,20
108,81,289
59,261,164
16,14,176
8,247,21
22,143,151
278,301,400
12,292,32
46,122,250
138,32,388
5,304,22
4,3,4
9,133,20
102,212,193
93,231,243
11,140,97
20,383,82
47,344,261
95,221,231
14,132,64
24,370,71
63,382,163
32,239,98
88,150,307
65,75,223
144,231,409
217,179,358
54,132,132
32,131,264
36,24,189
364,40,416
3,1,6
257,165,380
1,104,5
150,362,335
120,201,353
2,365,3
171,219,346
303,290,407
357,81,416
3,44,7
183,54,401
235,366,403
3,2,4
76,363,170
32,21,131
52,172,157
76,218,217
1,382,8
173,188,341
5,2,23
8,164,29
12,370,24
9,228,38
19,238,280
32,276,85
5,243,17
28,69,241
40,107,280
1,367,3
92,367,365
12,399,25
57,25,354
14,131,33
34,102,170
21,9,121
174,314,370
24,363,58
17,157,88
43,257,113
62,211,227
28,253,86
68,364,152
19,62,68
21,221,292
157,95,295
12,92,43
19,347,92
33,339,186
20,207,91
17,361,292
9,330,17
63,406,177
238,49,376
16,50,49
14,297,60
7,238,42
18,239,238
108,173,248
205,288,391
9,342,24
45,393,126
140,228,265
28,278,108
48,152,254
8,91,54
29,272,144
14,252,51
46,418,116
54,421,156
63,184,241
20,103,51
64,28,225
39,205,232
25,406,79
40,119,113
13,399,83
212,247,382
8,3,20
123,31,323
24,323,73
4,46,18
185,265,342
19,290,76
86,35,190
71,278,249
10,230,44
258,73,389
6,43,18
17,16,179
13,148,66
97,238,202
51,276,101
176,316,409
40,371,227
24,51,83
22,185,109
13,12,177
34,328,203
9,339,23
36,322,133
74,29,342
4,2,24
75,292,250
46,393,141
76,295,198
12,370,44
51,306,313
12,79,54
6,232,32
76,130,188
61,343,335
80,421,190
24,239,128
249,130,394
20,49,49
128,79,373
14,37,58
5,250,9
96,278,296
4,370,7
143,245,362
8,254,25
1,192,7
